单词,总次数,完形,阅读,新题型,翻译,写作,完整试卷,未分类,出现年份
using,26,0,15,2,1,0,7,1,1999-2024(16年)
inferred,26,0,23,0,0,0,2,1,1999-2024(15年)
members,26,0,13,2,4,1,5,1,1999-2024(14年)
sciences,26,1,8,4,2,0,10,1,1999-2023(12年)
form,26,3,6,5,3,0,8,1,2000-2023(18年)
species,26,2,17,0,5,0,1,1,2000-2024(9年)
test,26,5,13,0,1,0,6,1,2000-2020(10年)
lead,26,2,10,2,0,0,11,1,2001-2024(14年)
patients,26,0,24,1,0,0,0,1,2002-2018(4年)
decision,26,3,13,3,1,1,4,1,2005-2023(14年)
man,25,2,14,2,1,0,5,1,1998-2022(15年)
country,25,1,14,4,1,0,4,1,1998-2024(14年)
mean,25,4,15,3,0,0,2,1,1998-2023(15年)
intended,25,2,8,1,2,6,5,1,1998-2023(14年)
learned,25,1,14,0,3,0,6,1,1998-2024(15年)
available,25,3,14,3,2,0,2,1,1998-2024(18年)
move,25,1,14,4,1,0,4,1,1998-2024(14年)
translation,25,1,6,0,13,0,4,1,1998-2022(23年)
lost,25,4,8,7,3,0,2,1,1999-2020(13年)
kinds,25,0,12,7,3,0,2,1,1999-2024(13年)
avoid,25,3,15,3,1,0,2,1,1999-2024(13年)
getting,25,1,17,2,0,0,4,1,1999-2024(15年)
schools,25,0,7,1,1,0,15,1,1999-2023(8年)
practice,25,1,18,3,0,0,2,1,1999-2024(14年)
sometimes,24,0,13,2,2,0,6,1,1998-2024(14年)
itself,24,2,13,0,5,0,3,1,1998-2023(14年)
increased,24,2,13,1,0,0,7,1,1998-2024(16年)
investment,24,0,19,0,0,0,4,1,1998-2023(11年)
whose,24,1,14,2,3,0,3,1,1998-2022(16年)
global,24,0,13,4,3,0,3,1,1998-2024(10年)
generation,24,0,13,1,0,0,9,1,1998-2024(10年)
across,24,4,7,4,2,0,6,1,1998-2024(14年)
along,24,5,8,0,0,0,10,1,1998-2024(13年)
thus,24,3,11,3,3,0,3,1,1998-2022(18年)
share,24,1,10,2,4,0,6,1,1998-2023(16年)
structure,24,0,9,3,1,0,10,1,1998-2022(12年)
partb,24,0,4,2,3,9,5,1,1998-2020(19年)
unless,24,11,2,2,0,0,8,1,1999-2024(18年)
similar,24,7,10,0,1,0,5,1,1999-2023(14年)
current,24,0,14,1,1,0,7,1,1999-2023(13年)
eye,24,1,4,1,0,0,17,1,1999-2020(6年)
difficult,24,4,9,3,2,0,5,1,2000-2023(13年)
limited,24,4,10,2,1,0,6,1,2000-2023(14年)
rights,24,2,16,0,1,0,4,1,2001-2024(10年)
britain,24,1,16,1,0,0,5,1,2001-2024(9年)
families,24,1,17,1,0,0,4,1,2001-2020(8年)
british,24,1,4,6,2,0,10,1,2001-2022(8年)
cultural,24,2,5,7,4,0,5,1,2001-2024(12年)
oil,24,0,23,0,0,0,0,1,"2001,2002,2017"
gdp,24,0,23,0,0,0,0,1,"2002,2017"
publishing,24,2,5,3,1,0,12,1,2003-2023(9年)
dr,24,4,19,0,0,0,0,1,2005-2024(5年)
artists,24,0,9,0,0,0,14,1,2006-2024(4年)
return,23,3,12,2,1,1,3,1,1998-2024(14年)
complex,23,2,11,2,2,0,5,1,1998-2022(14年)
cause,23,1,14,1,0,0,6,1,1998-2022(13年)
training,23,1,14,0,3,0,4,1,1998-2024(11年)
matter,23,2,9,1,4,0,6,1,1998-2022(11年)
decline,23,0,22,0,0,0,0,1,1998-2017(10年)
toward,23,4,12,2,1,0,3,1,1998-2024(16年)
brought,23,3,14,1,3,0,1,1,1998-2024(15年)
sites,23,0,6,0,0,0,16,1,1999-2023(7年)
computer,23,2,13,7,0,0,0,1,1999-2012(9年)
reasons,23,0,12,4,0,4,2,1,1999-2023(14年)
simply,23,3,11,5,1,0,2,1,1999-2024(14年)
moral,23,0,10,3,8,0,1,1,1999-2015(7年)
further,23,0,12,1,2,0,7,1,1999-2023(14年)
management,23,2,14,3,0,0,3,1,1999-2024(14年)
criticism,23,0,15,0,0,0,7,1,1999-2023(12年)
offer,23,4,11,1,2,0,4,1,2000-2024(13年)
dreams,23,0,22,0,0,0,0,1,"2000,2005,2017"
foreign,23,0,15,4,1,0,2,1,2000-2024(7年)
doing,23,0,14,4,1,0,3,1,2000-2023(14年)
something,23,4,9,4,1,0,4,1,2000-2024(14年)
class,23,0,16,1,2,0,3,1,2000-2024(12年)
laws,23,1,14,0,1,0,6,1,2000-2024(8年)
demand,23,1,8,5,2,0,6,1,2000-2023(15年)
measures,23,0,14,2,0,0,6,1,2000-2023(12年)
deal,23,2,12,2,1,0,5,1,2001-2023(15年)
understand,23,1,7,7,3,0,4,1,2002-2024(15年)
reading,23,0,3,12,0,1,5,2,2003-2023(8年)
languages,23,0,1,2,7,0,12,1,2004-2017(7年)
journal,23,0,15,1,1,0,5,1,2006-2024(8年)
publishers,23,0,7,1,0,0,14,1,2008-2023(4年)
contact,23,0,1,1,2,0,18,1,2009-2023(6年)
uk,23,0,11,0,2,0,9,1,2017-2024(5年)
passage,22,4,16,0,0,0,1,1,1998-2014(5年)
recently,22,2,11,2,1,0,5,1,1998-2024(17年)
generally,22,8,9,2,0,0,2,1,1998-2020(15年)
therefore,22,8,5,0,3,0,5,1,1998-2024(16年)
perhaps,22,1,14,3,2,0,1,1,1998-2024(13年)
done,22,2,14,0,1,0,4,1,1998-2022(15年)
poor,22,1,17,0,1,0,2,1,1998-2022(11年)
greater,22,2,13,1,1,0,4,1,1998-2023(14年)
businesses,22,0,18,2,0,0,1,1,1998-2022(11年)
groups,22,1,10,0,6,0,4,1,1998-2024(12年)
author's,22,0,17,2,0,0,2,1,1998-2020(14年)
explain,22,3,8,3,1,5,1,1,1998-2022(14年)
single,22,0,12,3,3,0,3,1,1998-2023(10年)
nearly,22,1,15,2,1,0,2,1,1998-2024(15年)
comments,22,0,3,1,4,9,4,1,1998-2024(17年)
successful,22,2,6,3,1,1,8,1,1999-2023(13年)
comes,22,2,13,3,0,0,3,1,1999-2024(15年)
clear,22,1,12,2,3,0,3,1,1999-2024(14年)
protection,22,0,13,0,0,1,7,1,1999-2024(10年)
came,22,2,10,3,3,0,3,1,1999-2024(16年)
general,22,1,12,1,1,0,6,1,1999-2024(16年)
considered,22,0,7,3,4,0,7,1,1999-2024(15年)
significant,22,2,8,2,3,0,6,1,1999-2024(16年)
increasingly,22,1,13,1,1,0,5,1,2000-2022(15年)
japanese,22,0,18,1,1,0,1,1,2000-2018(5年)
trade,22,1,9,3,0,0,8,1,2001-2023(9年)
open,22,5,9,0,1,0,6,1,2001-2024(12年)
decisions,22,4,14,1,1,0,1,1,2002-2023(10年)
drawing,22,0,1,2,4,12,2,1,2005-2017(11年)
discovery,22,0,17,0,0,0,4,1,2012-2022(4年)
conditions,21,1,12,2,3,0,2,1,1998-2024(16年)
trend,21,0,17,0,0,0,3,1,1998-2023(11年)
increasing,21,2,11,2,0,0,5,1,1998-2020(13年)
believes,21,0,16,0,1,0,3,1,1998-2024(16年)
loss,21,1,13,1,3,0,2,1,1998-2024(14年)
funding,21,0,10,4,0,0,6,1,1998-2023(9年)
consequences,21,0,15,1,1,0,3,1,1998-2024(16年)
thing,21,0,12,1,1,0,6,1,1998-2024(14年)
looking,21,1,7,2,0,0,10,1,1998-2023(12年)
analysis,21,2,15,0,2,0,1,1,1998-2023(13年)
energy,21,0,11,2,2,0,5,1,1998-2024(11年)
program,21,3,11,1,0,0,5,1,1999-2024(11年)
rules,21,2,9,6,2,0,1,1,1999-2024(13年)
climate,21,1,2,5,0,0,12,1,1999-2024(5年)
president,21,0,14,1,0,0,5,1,1999-2023(14年)
really,21,1,13,0,1,0,5,1,1999-2023(15年)
towards,21,3,9,4,0,0,4,1,1999-2023(13年)
web,21,0,20,0,0,0,0,1,1999-2018(5年)
marketing,21,0,8,3,0,0,9,1,1999-2023(7年)
television,21,1,6,5,8,0,0,1,1999-2012(7年)
sign,21,0,3,0,2,9,6,1,1999-2023(17年)
policy,21,1,8,4,0,0,7,1,1999-2023(13年)
try,21,3,10,5,0,0,2,1,1999-2024(12年)
traditional,21,1,16,0,0,1,2,1,1999-2022(11年)
extra,21,1,4,11,0,0,4,1,2000-2024(16年)
evolution,21,1,12,5,2,0,0,1,2000-2024(7年)
compared,21,5,9,3,1,0,2,1,2000-2024(15年)
develop,21,0,12,5,0,0,3,1,2000-2023(13年)
ability,21,2,9,1,3,0,5,1,2000-2023(14年)
kids,21,0,4,14,0,0,2,1,2000-2023(6年)
late,21,0,10,4,1,0,5,1,2000-2024(11年)
above,21,9,7,0,0,0,4,1,2000-2024(16年)
particular,21,6,6,5,2,0,1,1,2001-2024(14年)
else,21,2,6,6,4,0,2,1,2001-2024(14年)
here,21,1,6,6,6,0,1,1,2001-2024(11年)
firms,21,0,10,0,0,0,10,1,2001-2022(7年)
start,21,0,12,2,1,0,5,1,2001-2022(15年)
supreme,21,1,17,0,0,0,2,1,2002-2024(10年)
board,21,0,10,2,0,0,8,1,2003-2023(7年)
testing,21,0,19,0,0,0,1,1,2007-2022(4年)
choices,20,5,3,8,1,0,2,1,1998-2024(15年)
period,20,5,8,3,2,0,1,1,1998-2024(10年)
wrong,20,2,4,7,1,0,5,1,1998-2023(15年)
areas,20,1,10,0,0,0,8,1,1998-2023(10年)
bring,20,1,10,3,3,0,2,1,1998-2024(13年)
decade,20,1,14,3,0,0,1,1,1998-2016(11年)
due,20,3,13,0,0,0,3,1,1998-2024(14年)
factors,20,2,10,3,0,0,4,1,1998-2024(14年)
lot,20,0,10,1,1,0,7,1,1998-2024(12年)
essential,20,1,10,3,1,0,4,1,1998-2024(14年)
anything,20,1,9,4,1,0,4,1,1998-2022(12年)
books,20,0,9,1,0,0,9,1,1998-2024(10年)
material,20,0,8,7,1,0,3,1,1998-2024(8年)
importance,20,0,12,2,2,0,3,1,1998-2024(12年)
underlined,20,0,7,1,5,0,5,2,1998-2024(18年)
billion,20,0,15,2,2,0,0,1,1998-2018(11年)
alone,20,3,11,1,2,0,2,1,1999-2024(12年)
benefit,20,2,8,2,0,0,7,1,1999-2024(12年)
trying,20,0,11,3,1,0,4,1,1999-2024(15年)
beginning,20,1,9,0,5,0,4,1,1999-2022(12年)
efforts,20,0,16,1,1,0,1,1,1999-2024(14年)
private,20,1,13,0,0,0,5,1,1999-2022(12年)
asked,20,1,13,2,0,0,3,1,1999-2024(13年)
seen,20,2,8,3,0,0,6,1,1999-2022(13年)
death,20,0,17,0,1,0,1,1,2000-2020(8年)
feelings,20,2,13,2,1,0,1,1,2000-2024(10年)
largely,20,1,10,4,1,0,3,1,2000-2023(12年)
ambition,20,0,19,0,0,0,0,1,"2000,2011,2013"
reduce,20,1,8,2,0,0,8,1,2000-2024(12年)
series,20,2,7,3,1,0,6,1,2001-2024(14年)
readers,20,0,16,1,0,0,2,1,2001-2022(9年)
despite,20,3,6,2,1,0,7,1,2001-2024(15年)
experience,20,2,10,2,1,0,4,1,2003-2024(11年)
wrote,20,0,12,5,0,0,2,1,2006-2024(12年)
authors,20,0,5,0,0,0,14,1,2008-2023(4年)
print,20,0,15,1,0,0,3,1,2008-2023(6年)
england,19,1,13,0,2,0,2,1,1998-2023(9年)
suggest,19,0,11,1,1,2,3,1,1998-2022(11年)
situation,19,1,10,0,2,0,5,1,1998-2020(12年)
becoming,19,1,10,3,1,0,3,1,1998-2023(14年)
subject,19,2,10,0,1,0,5,1,1998-2020(13年)
strong,19,1,8,5,1,0,3,1,1998-2024(12年)
politics,19,4,8,1,1,0,4,1,1998-2022(12年)
hot,19,0,15,1,0,0,2,1,1998-2023(4年)
needed,19,4,11,2,1,0,0,1,1998-2024(13年)
called,19,2,9,4,1,0,2,1,1998-2024(13年)
difference,19,2,11,2,1,0,2,1,1999-2024(11年)
claims,19,2,12,1,1,0,2,1,1999-2020(8年)
drug,19,0,7,11,0,0,0,1,1999-2006(4年)
products,19,0,18,0,0,0,0,1,1999-2016(5年)
allow,19,1,9,1,1,0,6,1,1999-2024(13年)
specific,19,1,9,2,0,0,6,1,1999-2024(12年)
that's,19,2,13,2,0,0,1,1,1999-2024(12年)
happiness,19,0,18,0,0,0,0,1,1999-2017(4年)
fit,19,0,3,15,0,0,0,1,1999-2015(10年)
produce,19,3,10,2,0,0,3,1,1999-2024(10年)
present,19,1,8,4,2,0,3,1,1999-2023(12年)
body,19,1,12,3,1,0,1,1,1999-2022(8年)
got,19,2,8,3,1,1,3,1,1999-2024(15年)
production,19,1,6,6,4,0,1,1,2000-2020(9年)
removed,19,0,8,9,0,0,1,1,2000-2024(15年)
middle,19,0,15,0,0,0,3,1,2000-2023(9年)
learning,19,2,6,2,2,0,6,1,2000-2023(12年)
ruling,19,0,18,0,0,0,0,1,2000-2024(8年)
liberal,19,0,6,0,0,0,12,1,2000-2016(5年)
publication,19,1,14,0,1,0,2,1,2001-2020(7年)
person,19,1,7,3,3,0,4,1,2001-2020(11年)
nothing,19,2,11,3,0,0,2,1,2001-2024(12年)
friends,19,9,6,3,0,0,0,1,2001-2019(8年)
managers,19,0,5,2,0,0,11,1,2002-2023(8年)
address,19,1,3,0,2,8,4,1,2002-2023(15年)
conservation,19,0,9,0,2,0,7,1,2002-2024(8年)
standards,19,0,10,3,0,0,5,1,2002-2023(11年)
consider,19,2,8,3,1,0,4,1,2003-2024(13年)
nails,19,0,15,0,0,0,3,1,"2004,2024"
argument,19,1,5,9,3,0,0,1,2005-2019(6年)
content,19,0,3,4,0,0,11,1,2007-2023(8年)
universities,19,0,3,5,3,0,7,1,2007-2023(7年)
briefly,19,0,0,0,4,10,4,1,2007-2024(17年)
artifacts,19,0,0,13,0,0,5,1,"2014,2022,2024"
zoos,19,0,0,0,0,0,18,1,2022
run,18,2,9,2,1,0,3,1,1998-2022(13年)
either,18,2,9,1,2,0,3,1,1998-2024(12年)
pain,18,0,15,0,1,0,1,1,1998-2022(5年)
overall,18,0,6,7,0,0,4,1,1998-2023(9年)
works,18,1,8,3,1,0,4,1,1998-2024(12年)
city,18,0,4,0,1,1,11,1,1998-2023(9年)
survey,18,0,13,0,0,0,4,1,1998-2023(7年)
notes,18,3,8,3,0,0,3,1,1998-2022(11年)
america's,18,2,8,2,0,0,5,1,1998-2016(10年)
west,18,3,10,2,1,0,1,1,1998-2024(9年)
mainly,18,0,10,3,2,0,2,1,1998-2024(15年)
translate,18,0,7,0,4,0,5,2,1998-2024(15年)
programs,18,4,5,2,3,0,3,1,1999-2024(13年)
continue,18,2,9,3,2,0,1,1,1999-2022(12年)
lawyers,18,0,4,1,3,0,9,1,1999-2015(7年)
concern,18,1,11,2,0,0,3,1,1999-2024(12年)
product,18,1,12,1,2,0,1,1,1999-2024(10年)
directly,18,0,12,2,2,0,1,1,1999-2020(12年)
commercial,18,2,12,1,1,1,0,1,1999-2024(8年)
took,18,1,6,2,1,0,7,1,1999-2023(11年)
cloning,18,0,17,0,0,0,0,1,"1999,2001"
call,18,1,8,4,1,0,3,1,1999-2024(13年)
phone,18,2,14,0,0,0,1,1,1999-2019(5年)
particularly,18,2,9,2,1,0,3,1,1999-2024(13年)
challenge,18,1,11,1,1,0,3,1,1999-2022(11年)
understanding,18,0,11,1,2,0,3,1,1999-2024(12年)
teachers,18,1,4,2,1,0,9,1,2000-2023(10年)
governments,18,1,11,3,0,0,2,1,2000-2024(9年)
resources,18,1,10,1,3,0,2,1,2000-2024(9年)
bill,18,2,6,0,0,0,9,1,2001-2023(9年)
views,18,0,11,2,0,0,4,1,2001-2024(11年)
unique,18,5,6,3,2,0,1,1,2001-2024(12年)
focus,18,0,10,0,0,0,7,1,2002-2023(12年)
income,18,0,13,1,0,0,3,1,2002-2020(11年)
george,18,0,9,3,0,0,5,1,2002-2022(9年)
level,18,0,11,0,1,0,5,1,2002-2023(12年)
boards,18,0,5,0,0,0,12,1,2002-2022(5年)
article,18,0,3,3,0,0,11,1,2003-2023(10年)
usually,18,2,9,1,2,0,3,1,2004-2023(11年)
a-g,18,0,0,14,0,0,3,1,2005-2024(17年)
li,18,0,0,0,5,9,3,1,2005-2024(16年)
ming,18,0,0,0,5,9,3,1,2005-2024(16年)
housing,18,1,3,0,0,0,13,1,2006-2023(4年)
tests,18,2,15,0,0,0,0,1,2007-2017(4年)
models,18,0,14,3,0,0,0,1,2007-2024(5年)
peer,18,0,15,0,0,0,2,1,2009-2020(5年)
justices,18,6,11,0,0,0,0,1,2010-2017(5年)
unions,18,0,17,0,0,0,0,1,"2012,2018"
grade,18,0,15,0,0,0,2,1,"2019,2023,2024"
actually,17,3,5,1,2,0,5,1,1998-2024(11年)
majority,17,3,9,1,2,0,1,1,1998-2024(10年)
week,17,1,11,1,1,0,2,1,1998-2023(11年)
reality,17,0,14,0,2,0,0,1,1998-2024(13年)
easily,17,1,6,4,1,0,4,1,1998-2024(13年)
former,17,3,11,0,2,0,0,1,1998-2017(10年)
cases,17,2,10,2,0,0,2,1,1998-2024(12年)
revenue,17,1,10,0,0,0,5,1,1998-2023(9年)
term,17,1,11,0,0,0,4,1,1998-2023(11年)
indeed,17,3,8,0,0,0,5,1,1998-2023(11年)
related,17,4,8,1,1,0,2,1,1998-2022(12年)
fewer,17,2,5,4,0,0,5,1,1998-2023(11年)
world's,17,0,10,1,2,0,3,1,1998-2024(10年)
activities,17,3,7,4,0,0,2,1,1998-2023(11年)
plants,17,0,4,0,4,0,8,1,1998-2024(5年)
free,17,2,5,1,0,0,8,1,1999-2023(8年)
outside,17,1,11,2,0,0,2,1,1999-2023(12年)
coming,17,0,10,1,2,0,3,1,1999-2023(13年)
began,17,2,7,2,2,0,3,1,1999-2024(11年)
protect,17,3,6,0,0,0,7,1,1999-2024(11年)
site,17,1,10,3,0,0,2,1,1999-2019(9年)
everyone,17,2,11,1,0,0,2,1,1999-2022(13年)
arguments,17,0,3,13,0,0,0,1,1999-2019(4年)
concept,17,1,12,1,0,0,2,1,1999-2023(10年)
story,17,0,7,4,1,0,4,1,1999-2024(12年)
purpose,17,0,9,1,0,1,5,1,1999-2024(10年)
values,17,0,12,2,1,0,1,1,1999-2019(9年)
historical,17,0,9,5,0,0,2,1,1999-2022(6年)
interpret,17,0,2,0,3,7,4,1,1999-2024(15年)
forms,17,0,7,2,5,0,2,1,1999-2023(11年)
progress,17,1,11,1,0,0,3,1,2000-2023(12年)
lack,17,1,7,1,2,0,5,1,2000-2024(12年)
tell,17,2,12,1,0,0,1,1,2000-2024(14年)
shared,17,4,8,1,2,0,1,1,2000-2024(11年)
takes,17,1,9,2,3,0,1,1,2000-2019(10年)
figures,17,1,8,2,0,0,5,1,2001-2022(11年)
changing,17,0,12,2,0,0,2,1,2001-2024(10年)
behind,17,2,8,2,1,0,3,1,2001-2024(12年)
build,17,2,9,3,0,0,2,1,2001-2023(10年)
journalists,17,0,10,0,6,0,0,1,2001-2018(5年)
play,17,0,11,2,1,0,2,1,2001-2024(10年)
position,17,1,5,3,2,0,5,1,2002-2020(11年)
include,17,1,3,1,2,1,8,1,2002-2024(12年)
rise,17,1,12,0,0,0,3,1,2002-2022(11年)
habits,17,0,14,0,2,0,0,1,2003-2015(4年)
suitable,17,2,1,10,0,0,3,1,2005-2024(12年)
casino,17,0,0,16,0,0,0,1,2006
performance,17,0,11,0,1,0,4,1,2006-2022(7年)
iq,17,1,15,0,0,0,0,1,"2007,2008"
france,17,0,5,2,0,0,9,1,2010-2020(4年)
industrial,16,2,12,0,1,0,0,1,1998-2018(7年)
doesn't,16,1,9,4,1,0,0,1,1998-2019(11年)
nations,16,4,4,2,1,0,4,1,1998-2024(10年)
heart,16,2,6,0,0,0,7,1,1998-2022(9年)
water,16,3,9,0,2,0,1,1,1998-2024(6年)
area,16,6,7,0,0,0,2,1,1998-2024(7年)
official,16,1,13,0,0,0,1,1,1998-2024(7年)
mass,16,1,11,1,1,0,1,1,1998-2022(10年)
fall,16,0,11,0,1,0,3,1,1998-2024(7年)
mentioned,16,0,9,1,0,0,5,1,1998-2024(13年)
concerns,16,1,9,1,0,0,4,1,1998-2023(10年)
stories,16,2,9,1,2,0,1,1,1998-2022(10年)
ii,16,0,7,0,0,1,3,5,1998-2014(6年)
immigrants,16,0,14,0,1,0,0,1,1998-2015(4年)
effects,16,6,7,2,0,0,0,1,1998-2019(10年)
background,16,2,9,3,0,0,1,1,1998-2020(11年)
discovered,16,1,9,1,0,0,4,1,1998-2024(9年)
went,16,3,9,2,1,0,0,1,1998-2024(13年)
designed,16,1,6,1,1,0,6,1,1998-2022(10年)
messages,16,1,5,0,0,1,8,1,1998-2023(7年)
safety,16,5,7,2,0,0,1,1,1999-2023(7年)
advantage,16,2,7,1,3,0,2,1,1999-2017(11年)
light,16,4,4,0,2,0,5,1,1999-2024(11年)
obvious,16,1,13,0,1,0,0,1,1999-2024(12年)
buy,16,1,5,5,0,0,4,1,1999-2023(8年)
events,16,1,7,2,3,0,2,1,1999-2020(9年)
follow,16,3,4,3,1,0,4,1,1999-2020(9年)
leading,16,2,6,2,1,0,4,1,1999-2022(11年)
decades,16,1,11,0,1,0,2,1,1999-2022(11年)
career,16,0,3,2,2,0,8,1,1999-2023(9年)
educational,16,0,6,1,2,0,6,1,1999-2024(8年)
raise,16,3,6,2,0,0,4,1,1999-2022(12年)
himself,16,1,7,2,2,0,3,1,1999-2022(10年)
interests,16,1,9,3,1,0,1,1,1999-2024(11年)
face,16,1,9,1,2,0,2,1,2000-2024(10年)
causes,16,0,8,3,0,0,4,1,2000-2020(11年)
religious,16,1,9,1,3,0,1,1,2000-2020(8年)
involved,16,1,9,1,0,0,4,1,2000-2024(12年)
rich,16,0,12,0,1,0,2,1,2000-2018(9年)
requires,16,0,9,3,0,0,3,1,2000-2023(12年)
expression,16,1,5,0,3,0,6,1,2000-2023(9年)
fully,16,0,11,1,2,0,1,1,2000-2019(8年)
leaders,16,3,10,2,0,0,0,1,2000-2017(8年)
newspapers,16,2,12,0,1,0,0,1,2001-2016(5年)
received,16,3,9,0,0,0,3,1,2001-2022(15年)
response,16,0,8,3,0,0,4,1,2001-2020(8年)
basis,16,1,3,5,3,0,3,1,2001-2022(10年)
rule,16,1,11,2,0,0,1,1,2001-2020(8年)
terms,16,2,4,1,2,0,6,1,2001-2024(10年)
hand,16,3,6,4,2,0,0,1,2001-2024(12年)
led,16,1,7,1,2,0,4,1,2001-2024(13年)
policies,16,1,10,1,1,0,2,1,2001-2024(10年)
paid,16,0,11,1,0,0,3,1,2001-2022(8年)
french,16,0,3,3,1,0,8,1,2001-2022(7年)
newspaper,16,1,13,0,0,1,0,1,2001-2016(7年)
fair,16,1,9,1,1,0,3,1,2001-2022(12年)
everything,16,2,9,0,2,0,2,1,2001-2020(10年)
smell,16,10,1,0,4,0,0,1,2001-2024(4年)
key,16,0,11,2,0,0,2,1,2001-2024(12年)
presence,16,0,9,2,3,0,1,1,2002-2020(8年)
labor,16,0,12,1,1,0,1,1,2002-2020(7年)
approach,16,0,7,2,3,0,3,1,2002-2024(12年)
challenges,16,1,8,2,1,0,3,1,2003-2023(11年)
image,16,0,5,6,0,0,4,1,2003-2022(7年)
justice,16,1,11,0,1,0,2,1,2003-2024(10年)
easier,16,2,5,3,1,0,4,1,2004-2024(10年)
teaching,16,0,5,3,4,0,3,1,2005-2024(9年)
congress,16,0,9,2,0,0,4,1,2005-2023(7年)
gambling,16,0,0,15,0,0,0,1,2006
genetic,16,2,13,0,0,0,0,1,"2007,2008,2009"
association,16,1,5,0,4,2,3,1,2008-2023(8年)
short-term,16,1,3,0,0,0,11,1,2011-2023(4年)
citation,16,0,0,0,1,0,14,1,"2019,2023"
moreover,15,3,6,1,2,0,2,1,1998-2022(8年)
short,15,2,9,1,0,0,2,1,1998-2024(11年)
third,15,0,9,3,0,0,2,1,1998-2022(10年)
spread,15,1,8,2,0,0,3,1,1998-2024(13年)
widely,15,1,10,1,0,0,2,1,1998-2023(12年)
sure,15,2,8,2,1,0,1,1,1998-2024(11年)
except,15,4,7,1,1,0,1,1,1998-2024(11年)
larger,15,0,9,1,0,0,4,1,1998-2020(9年)
washington,15,0,8,4,0,0,2,1,1998-2023(10年)
movement,15,2,10,0,1,0,1,1,1998-2024(8年)
officials,15,0,12,0,0,0,2,1,1998-2023(6年)
net,15,0,14,0,0,0,0,1,1998-2018(6年)
plates,15,0,13,0,0,0,1,1,"1998,2005,2023"
away,15,2,9,1,0,0,2,1,1998-2024(12年)
respect,15,0,8,4,2,0,0,1,1998-2024(11年)
objects,15,1,5,3,0,0,5,1,1998-2024(7年)
eventually,15,3,8,1,1,0,1,1,1998-2024(13年)
low,15,1,8,0,1,0,4,1,1999-2023(9年)
established,15,2,5,0,4,0,3,1,1999-2024(11年)
carry,15,1,9,1,0,0,3,1,1999-2023(12年)
customer,15,0,7,2,0,0,5,1,1999-2023(8年)
professor,15,2,5,2,0,1,4,1,1999-2022(9年)
expect,15,1,10,2,0,0,1,1,1999-2024(11年)
starting,15,1,8,2,0,0,3,1,1999-2023(10年)
users,15,0,11,1,0,0,2,1,1999-2024(7年)
highly,15,0,8,1,0,0,5,1,1999-2022(9年)
hardly,15,1,12,0,0,0,1,1,1999-2019(8年)
setting,15,0,10,3,0,0,1,1,1999-2024(10年)
function,15,1,4,4,3,0,2,1,1999-2023(10年)
reform,15,1,7,2,0,0,4,1,1999-2024(10年)
writers,15,0,8,2,0,0,4,1,1999-2023(6年)
accept,15,2,7,2,1,0,2,1,1999-2019(11年)
months,15,2,8,1,0,1,2,1,1999-2024(10年)
worth,15,0,7,2,1,0,4,1,1999-2024(13年)
experts,15,1,5,2,2,0,4,1,1999-2024(13年)
white,15,0,10,2,0,1,1,1,1999-2020(7年)
ask,15,2,5,5,0,0,2,1,1999-2024(9年)
dna,15,0,12,2,0,0,0,1,"1999,2008,2009"
nuclear,15,0,14,0,0,0,0,1,1999-2024(4年)
main,15,1,9,1,1,0,2,1,1999-2024(12年)
didn't,15,0,12,0,1,0,1,1,1999-2024(11年)
method,15,1,11,0,1,0,1,1,1999-2024(11年)
office,15,0,6,7,0,0,1,1,1999-2022(11年)
modem,15,0,11,2,0,0,1,1,1999-2016(9年)
seek,15,2,7,0,1,0,4,1,2000-2023(10年)
crisis,15,1,8,0,0,0,5,1,2000-2023(9年)
me,15,0,7,2,1,0,4,1,2000-2024(8年)
chance,15,2,10,1,0,0,1,1,2000-2019(11年)
wealth,15,0,11,1,0,0,2,1,2000-2017(6年)
lower,15,1,8,0,0,0,5,1,2000-2023(8年)
poetry,15,0,10,0,4,0,0,1,2000-2018(5年)
helping,15,2,11,0,0,0,1,1,2000-2024(8年)
signs,15,3,4,1,2,0,4,1,2000-2022(11年)
check,15,0,9,1,1,0,3,1,2000-2022(11年)
easy,15,1,5,1,5,0,2,1,2000-2024(8年)
communication,15,0,7,2,1,0,4,1,2001-2024(10年)
societies,15,0,6,8,0,0,0,1,2001-2024(5年)
created,15,1,6,4,3,0,0,1,2001-2018(10年)
banks,15,0,4,10,0,0,0,1,"2001,2010,2019"
achieve,15,1,10,0,3,0,0,1,2001-2019(10年)
measure,15,1,6,0,2,0,5,1,2002-2024(9年)
negative,15,1,11,0,0,0,2,1,2002-2020(9年)
capacity,15,1,9,2,1,0,1,1,2002-2022(8年)
notice,15,1,2,0,0,5,6,1,2002-2023(9年)
argue,15,0,9,3,0,0,2,1,2002-2024(10年)
people's,15,2,8,3,0,0,1,1,2003-2024(9年)
critical,15,0,7,2,0,0,5,1,2004-2023(11年)
institution,15,2,4,4,4,0,0,1,2005-2024(6年)
immigration,15,0,13,0,1,0,0,1,"2006,2013,2015"
today's,15,0,10,3,0,0,1,1,2006-2017(8年)
gave,15,2,5,2,4,0,1,1,2007-2024(12年)
para,15,0,13,0,0,0,1,1,2008-2019(11年)
plant,15,2,4,0,3,0,5,1,2010-2024(5年)
